,pubmed,title,authors,year,journal
10131,24558392,Masking level differences--a diffusion tensor imaging and functional MRI study.,"Wack DS, Polak P, Furuyama J, Burkard RF",2014,PloS one
10132,24560581,Alcohol-Induced Impairment of Inhibitory Control Is Linked to Attenuated Brain Responses in Right Fronto-Temporal Cortex.,"Gan G, Guevara A, Marxen M, Neumann M, Junger E, Kobiella A, Mennigen E, Pilhatsch M, Schwarz D, Zimmermann US, Smolka MN",2014,Biological psychiatry
10133,24560914,Multisensory convergence of visual and haptic object preference across development.,"Joanne Jao R, James TW, Harman James K",2014,Neuropsychologia
10134,24561099,"Brain, body, and cognition: Neural, physiological and self-report correlates of phobic and normative fear.","Schaefer HS, Larson CL, Davidson RJ, Coan JA",2014,Biological psychology
10135,24561187,Semantic memory: distinct neural representations for abstractness and valence.,"Skipper LM, Olson IR",2014,Brain and language
10136,24561228,"Space, time, and causality in the human brain.","Woods AJ, Hamilton RH, Kranjec A, Minhaus P, Bikson M, Yu J, Chatterjee A",2014,NeuroImage
10137,24563528,Variety in emotional life: within-category typicality of emotional experiences is associated with neural activity in large-scale brain networks.,"Wilson-Mendenhall CD, Feldman Barrett L, Barsalou LW",2014,Social cognitive and affective neuroscience
10138,24564459,The moon illusion and size-distance scaling--evidence for shared neural patterns.,"Weidner R, Plewan T, Chen Q, Buchner A, Weiss PH, Fink GR",2014,Journal of cognitive neuroscience
10139,24564464,The role of right prefrontal and medial cortex in response inhibition: interfering with action restraint and action cancellation using transcranial magnetic brain stimulation.,"Dambacher F, Sack AT, Lobbestael J, Arntz A, Brugmann S, Schuhmann T",2014,Journal of cognitive neuroscience
10140,24564466,Ventral striatum and the evaluation of memory retrieval strategies.,"Badre D, Lebrecht S, Pagliaccio D, Long NM, Scimeca JM",2014,Journal of cognitive neuroscience
10141,24564467,Brain mechanisms of successful recognition through retrieval of semantic context.,"Flegal KE, Marin-Gutierrez A, Ragland JD, Ranganath C",2014,Journal of cognitive neuroscience
10142,24564471,Activity in the nucleus accumbens and amygdala underlies individual differences in prosocial and individualistic economic choices.,"Haruno M, Kimura M, Frith CD",2014,Journal of cognitive neuroscience
10143,24568205,Exploring the roles of spectral detail and intonation contour in speech intelligibility: an FMRI study.,"Kyong JS, Scott SK, Rosen S, Howe TB, Agnew ZK, McGettigan C",2014,Journal of cognitive neuroscience
10144,24568865,Unraveling Brain Functional Connectivity of encoding and retrieval in the context of education.,"Panda R, Bharath RD, George L, Kanungo S, Reddy RP, Upadhyay N, Thamodharan A, Rajeshwaran J, Rao SL, Gupta AK",2014,Brain and cognition
10145,24573279,Motivational tuning of fronto-subthalamic connectivity facilitates control of action impulses.,"Herz DM, Christensen MS, Bruggemann N, Hulme OJ, Ridderinkhof KR, Madsen KH, Siebner HR",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10146,24573291,Anterior cingulate cortex instigates adaptive switches in choice by integrating immediate and delayed components of value in ventromedial prefrontal cortex.,"Economides M, Guitart-Masip M, Kurth-Nelson Z, Dolan RJ",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10147,24575000,Voluntary Out-of-Body Experience: An fMRI Study.,"Smith AM, Messier C",2014,Frontiers in human neuroscience
10148,24576686,Testosterone Rapidly Increases Neural Reactivity to Threat in Healthy Men: A Novel Two-Step Pharmacological Challenge Paradigm.,"Goetz SM, Tang L, Thomason ME, Diamond MP, Hariri AR, Carre JM",2014,Biological psychiatry
10149,24576807,An ER-fMRI study of Russian inflectional morphology.,"Slioussar N, Kireev MV, Chernigovskaya TV, Kataeva GV, Korotkov AD, Medvedev SV",2014,Brain and language
10150,24581548,Pseudo-continuous arterial spin labeling MRI study of schizophrenic patients.,"Ota M, Ishikawa M, Sato N, Okazaki M, Maikusa N, Hori H, Hattori K, Teraishi T, Ito K, Kunugi H",2014,Schizophrenia research
10151,24581734,Neural activation during response inhibition in adult attention-deficit/hyperactivity disorder: preliminary findings on the effects of  medication and symptom severity.,"Congdon E, Altshuler LL, Mumford JA, Karlsgodt KH, Sabb FW, Ventura J, McGough JJ, London ED, Cannon TD, Bilder RM, Poldrack RA",2014,Psychiatry research
10152,24582637,Ex vivo T2 relaxation: associations with age-related neuropathology and cognition.,"Dawe RJ, Bennett DA, Schneider JA, Leurgans SE, Kotrotsou A, Boyle PA, Arfanakis K",2014,Neurobiology of aging
10153,24582901,Differences between musicians and non-musicians in neuro-affective processing of  sadness and fear expressed in music.,"Park M, Gutyrchik E, Bao Y, Zaytseva Y, Carl P, Welker L, Poppel E, Reiser M, Blautzik J, Meindl T",2014,Neuroscience letters
10154,24582919,Bayesian model selection of template forward models for EEG source reconstruction.,"Strobbe G, van Mierlo P, De Vos M, Mijovic B, Hallez H, Van Huffel S, Lopez JD, Vandenberghe S",2014,NeuroImage
10155,24583185,Glucose-induced inhibition of the appetitive brain response to visual food cues in polycystic ovary syndrome patients.,"Van Vugt DA, Krzemien A, Alsaadi H, Frank TC, Reid RL",2014,Brain research
10156,24583223,Seeing Jesus in toast: neural and behavioral correlates of face pareidolia.,"Liu J, Li J, Feng L, Li L, Tian J, Lee K",2014,Cortex; a journal devoted to the study of the nervous system and behavior
10157,24583253,The neural basis of the bystander effect--the influence of group size on neural activity when witnessing an emergency.,"Hortensius R, de Gelder B",2014,NeuroImage
10158,24586366,Neural substrates of interactive musical improvisation: an FMRI study of 'trading fours' in jazz.,"Donnay GF, Rankin SK, Lopez-Gonzalez M, Jiradejvong P, Limb CJ",2014,PloS one
10159,24586543,Abnormal striatal BOLD responses to reward anticipation and reward delivery in ADHD.,"Furukawa E, Bado P, Tripp G, Mattos P, Wickens JR, Bramati IE, Alsop B, Ferreira FM, Lima D, Tovar-Moll F, Sergeant JA, Moll J",2014,PloS one
10160,24586822,Altered spontaneous brain activity in primary open angle glaucoma: a resting-state functional magnetic resonance imaging study.,"Song Y, Mu K, Wang J, Lin F, Chen Z, Yan X, Hao Y, Zhu W, Zhang H",2014,PloS one
10161,24587083,Logopenic and nonfluent variants of primary progressive aphasia are differentiated by acoustic measures of speech production.,"Ballard KJ, Savage S, Leyton CE, Vogel AP, Hornberger M, Hodges JR",2014,PloS one
10162,24587104,A functional imaging study of self-regulatory capacities in persons who stutter.,"Liu J, Wang Z, Huo Y, Davidson SM, Klahr K, Herder CL, Sikora CO, Peterson BS",2014,PloS one
10163,24591602,Categorical encoding of color in the brain.,"Bird CM, Berens SC, Horner AJ, Franklin A",2014,Proceedings of the National Academy of Sciences of the United States of America
10164,24592229,Comparing neural substrates of emotional vs. non-emotional conflict modulation by global control context.,"Torres-Quesada M, Korb FM, Funes MJ, Lupianez J, Egner T",2014,Frontiers in human neuroscience
10165,24592230,The experience of mathematical beauty and its neural correlates.,"Zeki S, Romaya JP, Benincasa DM, Atiyah MF",2014,Frontiers in human neuroscience
10166,24594508,The neural basis of maternal bonding.,"Wan MW, Downey D, Strachan H, Elliott R, Williams SR, Abel KM",2014,PloS one
10167,24594855,Bilingual speech-in-noise: Neural bases of semantic context use in the native language.,"Hervais-Adelman A, Pefkou M, Golestani N",2014,Brain and language
10168,24595036,Structural brain alterations in patients with lumbar disc herniation: a preliminary study.,"Luchtmann M, Steinecke Y, Baecke S, Lutzkendorf R, Bernarding J, Kohl J, Jollenbeck B, Tempelmann C, Ragert P, Firsching R",2014,PloS one
10169,24598359,White matter development in children with benign childhood epilepsy with centro-temporal spikes.,"Ciumas C, Saignavongs M, Ilski F, Herbillon V, Laurent A, Lothe A, Heckemann RA, de Bellescize J, Panagiotakaki E, Hannoun S, Marinier DS, Montavont A, Ostrowsky-Coste K, Bedoin N, Ryvlin P",2014,Brain : a journal of neurology
10170,24598437,Neural activity associated with enhanced facial attractiveness by cosmetics use.,"Ueno A, Ito A, Kawasaki I, Kawachi Y, Yoshida K, Murakami Y, Sakai S, Iijima T, Matsue Y, Fujii T",2014,Neuroscience letters
10171,24598769,Changes in low-frequency fluctuations in patients with antisocial personality disorder revealed by resting-state functional MRI.,"Liu H, Liao J, Jiang W, Wang W",2014,PloS one
10172,24600374,Sensitivity of fNIRS to cognitive state and load.,"Fishburn FA, Norr ME, Medvedev AV, Vaidya CJ",2014,Frontiers in human neuroscience
10173,24603021,Neural correlates of 'distracting' from emotion during autobiographical recollection.,"Denkova E, Dolcos S, Dolcos F",2014,Social cognitive and affective neuroscience
10174,24603024,Bad and worse: neural systems underlying reappraisal of high- and low-intensity negative emotions.,"Silvers JA, Weber J, Wager TD, Ochsner KN",2014,Social cognitive and affective neuroscience
10175,24605095,Psychopathic traits modulate brain responses to drug cues in incarcerated offenders.,"Cope LM, Vincent GM, Jobelius JL, Nyalakanti PK, Calhoun VD, Kiehl KA",2014,Frontiers in human neuroscience
10176,24607732,Does degree of handedness in a group of right-handed individuals affect language  comprehension?,"Newman S, Malaia E, Seo R",2014,Brain and cognition
10177,24607883,Neural division of labor in reading is constrained by culture: a training study of reading Chinese characters.,"Zhao J, Wang X, Frost SJ, Sun W, Fang SY, Mencl WE, Pugh KR, Shu H, Rueckl JG",2014,Cortex; a journal devoted to the study of the nervous system and behavior
10178,24608131,Brain activity and functional coupling changes associated with self-reference effect during both encoding and retrieval.,"Morel N, Villain N, Rauchs G, Gaubert M, Piolino P, Landeau B, Mezenge F, Desgranges B, Eustache F, Chetelat G",2014,PloS one
10179,24608867,Overlapping neural systems represent cognitive effort and reward anticipation.,"Vassena E, Silvetti M, Boehler CN, Achten E, Fias W, Verguts T",2014,PloS one
10180,24610120,What Makes the Muscle Twitch: Motor System Connectivity and TMS-Induced Activity.,"Volz LJ, Hamada M, Rothwell JC, Grefkes C",2014,"Cerebral cortex (New York, N.Y. : 1991)"
10181,24613934,Altered causal connectivity of resting state brain networks in amnesic MCI.,"Liang P, Li Z, Deshpande G, Wang Z, Hu X, Li K",2014,PloS one
10182,24614074,"The sum of its parts--effects of gastric distention, nutrient content and sensory stimulation on brain activation.","Spetter MS, de Graaf C, Mars M, Viergever MA, Smeets PA",2014,PloS one
10183,24614597,Neural representations of the self and the mother for Chinese individuals.,"Wuyun G, Shu M, Cao Z, Huang W, Zou X, Li S, Zhang X, Luo H, Wu Y",2014,PloS one
10184,24616684,Nondirective meditation activates default mode network and areas associated with  memory retrieval and emotional processing.,"Xu J, Vik A, Groote IR, Lagopoulos J, Holen A, Ellingsen O, Haberg AK, Davanger S",2014,Frontiers in human neuroscience
10185,24618674,Successful contextual integration of loose mental associations as evidenced by emotional conflict-processing.,"Zimmer U, Koschutnig K, Ebner F, Ischebeck A",2014,PloS one
10186,24619004,Abnormal neural processing during emotional salience attribution of affective asymmetry in patients with schizophrenia.,"Lee SK, Chun JW, Lee JS, Park HJ, Jung YC, Seok JH, Kim JJ",2014,PloS one
10187,24619090,Water diffusion reveals networks that modulate multiregional morphological plasticity after repetitive brain stimulation.,"Abe M, Fukuyama H, Mima T",2014,Proceedings of the National Academy of Sciences of the United States of America
10188,24621866,Brain activity of adolescents with high functioning autism in response to emotional words and facial emoticons.,"Han DH, Yoo HJ, Kim BN, McMahon W, Renshaw PF",2014,PloS one
10189,24622163,Cardiopulmonary fitness correlates with regional cerebral grey matter perfusion and density in men with coronary artery disease.,"MacIntosh BJ, Swardfager W, Crane DE, Ranepura N, Saleem M, Oh PI, Stefanovic B, Herrmann N, Lanctot KL",2014,PloS one
10190,24623774,Enhanced medial prefrontal-default mode network functional connectivity in chronic pain and its association with pain rumination.,"Kucyi A, Moayedi M, Weissman-Fogel I, Goldberg MB, Freeman BV, Tenenbaum HC, Davis KD",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10191,24623776,The time course of task-specific memory consolidation effects in resting state networks.,"Sami S, Robertson EM, Miall RC",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10192,24623781,Circuit-wide structural and functional measures predict ventromedial prefrontal cortex fear generalization: implications for generalized anxiety disorder.,"Cha J, Greenberg T, Carlson JM, Dedora DJ, Hajcak G, Mujica-Parodi LR",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10193,24631396,The neural correlates of age effects on verbal-spatial binding in working memory.,"Meier TB, Nair VA, Meyerand ME, Birn RM, Prabhakaran V",2014,Behavioural brain research
10194,24632091,Deconvolution of neural dynamics from fMRI data using a spatiotemporal hemodynamic response function.,"Aquino KM, Robinson PA, Schira MM, Breakspear M",2014,NeuroImage
10195,24632378,Modelling psychiatric and cultural possession phenomena with suggestion and fMRI.,"Deeley Q, Oakley DA, Walsh E, Bell V, Mehta MA, Halligan PW",2014,Cortex; a journal devoted to the study of the nervous system and behavior
10196,24632466,Delineating the cortico-striatal-cerebellar network in implicit motor sequence learning.,"Tzvi E, Munte TF, Kramer UM",2014,NeuroImage
10197,24632823,"Common neural substrates for ordinal representation in short-term memory, numerical and alphabetical cognition.","Attout L, Fias W, Salmon E, Majerus S",2014,PloS one
10198,24633532,"Neural correlates of attributing causes to the self, another person and the situation.","Kestemont J, Ma N, Baetens K, Clement N, Van Overwalle F, Vandekerckhove M",2014,Social cognitive and affective neuroscience
10199,24636879,Dissecting hemisphere-specific contributions to visual spatial imagery using parametric brain mapping.,"Bien N, Sack AT",2014,NeuroImage
10200,24637718,A novel approach of groupwise fMRI-guided tractography allowing to characterize the clinical evolution of Alzheimer's disease.,"Preti MG, Makris N, Papadimitriou G, Lagana MM, Griffanti L, Clerici M, Nemni R, Westin CF, Baselli G, Baglio F",2014,PloS one
10201,24642273,Neural effects of mental fatigue caused by continuous attention load: a magnetoencephalography study.,"Tanaka M, Ishii A, Watanabe Y",2014,Brain research
10202,24642280,Developmental improvements in voluntary control of behavior: Effect of preparation in the fronto-parietal network?,"Alahyane N, Brien DC, Coe BC, Stroman PW, Munoz DP",2014,NeuroImage
10203,24642753,Organizing heterogeneous samples using community detection of GIMME-derived resting state functional networks.,"Gates KM, Molenaar PC, Iyer SP, Nigg JT, Fair DA",2014,PloS one
10204,24643226,Neural mechanisms of time-based prospective memory: evidence for transient monitoring.,"Oksanen KM, Waldum ER, McDaniel MA, Braver TS",2014,PloS one
10205,24647122,Uncovering the neural mechanisms underlying learning from tests.,"Liu XL, Liang P, Li K, Reder LM",2014,PloS one
10206,24647353,Classification of cirrhotic patients with or without minimal hepatic encephalopathy and healthy subjects using resting-state attention-related network analysis.,"Chen HJ, Wang Y, Zhu XQ, Li PC, Teng GJ",2014,PloS one
10207,24647934,Neural correlates of personal space intrusion.,"Holt DJ, Cassidy BS, Yue X, Rauch SL, Boeke EA, Nasr S, Tootell RB, Coombs G 3rd",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10208,24647937,"The Good, the bad, and the just: justice sensitivity predicts neural response during moral evaluation of actions performed by others.","Yoder KJ, Decety J",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10209,24647939,Memory reactivation in healthy aging: evidence of stimulus-specific dedifferentiation.,"St-Laurent M, Abdi H, Bondad A, Buchsbaum BR",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10210,24647945,Neural control of vascular reactions: impact of emotion and attention.,"Okon-Singer H, Mehnert J, Hoyer J, Hellrung L, Schaare HL, Dukart J, Villringer A",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10211,24648057,Evidence for both compensatory plastic and disuse atrophy-related neuroanatomical changes in the blind.,"Voss P, Pike BG, Zatorre RJ",2014,Brain : a journal of neurology
10212,24650280,Neural substrates of the development of cognitive control in children ages 5-10 years.,"Sheridan M, Kharitonova M, Martin RE, Chatterjee A, Gabrieli JD",2014,Journal of cognitive neuroscience
10213,24650596,Overlapping representations for grip type and reach direction.,"Fabbri S, Strnad L, Caramazza A, Lingnau A",2014,NeuroImage
10214,24650604,Are visual texture-selective areas recruited during haptic texture discrimination?,"Podrebarac SK, Goodale MA, Snow JC",2014,NeuroImage
10215,24651705,Altered BOLD response during inhibitory and error processing in adolescents with  anorexia nervosa.,"Wierenga C, Bischoff-Grethe A, Melrose AJ, Grenesko-Stevens E, Irvine Z, Wagner A, Simmons A, Matthews S, Yau WY, Fennema-Notestine C, Kaye WH",2014,PloS one
10216,24652858,Acting on social exclusion: neural correlates of punishment and forgiveness of excluders.,"Will GJ, Crone EA, Guroglu B",2014,Social cognitive and affective neuroscience
10217,24654257,fMRI Cortical Correlates of Spontaneous Eye Blinks in the Nonhuman Primate.,"Guipponi O, Odouard S, Pinede S, Wardak C, Ben Hamed S",2014,"Cerebral cortex (New York, N.Y. : 1991)"
10218,24656767,Altered local activity and functional connectivity of the anterior cingulate cortex in elderly individuals with subthreshold depression.,"Li R, Ma Z, Yu J, He Y, Li J",2014,Psychiatry research
10219,24657305,Early visual deprivation from congenital cataracts disrupts activity and functional connectivity in the face network.,"Grady CL, Mondloch CJ, Lewis TL, Maurer D",2014,Neuropsychologia
10220,24657476,Different association between intentionality competence and prefrontal volume in  left- and right-handers.,"Powell JL, Kemp GJ, Dunbar RI, Roberts N, Sluming V, Garcia-Finana M",2014,Cortex; a journal devoted to the study of the nervous system and behavior
10221,24657780,Reduction of motion-related artifacts in resting state fMRI using aCompCor.,"Muschelli J, Nebel MB, Caffo BS, Barber AD, Pekar JJ, Mostofsky SH",2014,NeuroImage
10222,24657924,A perfusion fMRI investigation of thematic and categorical context effects in the spoken production of object names.,"de Zubicaray G, Johnson K, Howard D, McMahon K",2014,Cortex; a journal devoted to the study of the nervous system and behavior
10223,24661911,Abnormal functional connectivity density in children with anisometropic amblyopia at resting-state.,"Wang T, Li Q, Guo M, Peng Y, Li Q, Qin W, Yu C",2014,Brain research
10224,24662574,Characterizing individual differences in functional connectivity using dual-regression and seed-based approaches.,"Smith DV, Utevsky AV, Bland AR, Clement N, Clithero JA, Harsch AE, McKell Carter R, Huettel SA",2014,NeuroImage
10225,24662576,Modular structure of functional networks in olfactory memory.,"Meunier D, Fonlupt P, Saive AL, Plailly J, Ravel N, Royet JP",2014,NeuroImage
10226,24662579,The development of human amygdala functional connectivity at rest from 4 to 23years: A cross-sectional study.,"Gabard-Durnam LJ, Flannery J, Goff B, Gee DG, Humphreys KL, Telzer E, Hare T, Tottenham N",2014,NeuroImage
10227,24662580,Prefrontal mechanisms in preference and non-preference-based judgments.,"Foo JC, Haji T, Sakai K",2014,NeuroImage
10228,24663245,Multiple white matter volume reductions in patients with panic disorder: relationships between orbitofrontal Gyrus volume and symptom severity and social  dysfunction.,"Konishi J, Asami T, Hayano F, Yoshimi A, Hayasaka S, Fukushima H, Whitford TJ, Inoue T, Hirayasu Y",2014,PloS one
10229,24663382,Interplay Between Conceptual Expectations and Movement Predictions Underlies Action Understanding.,"Ondobaka S, de Lange FP, Wittmann M, Frith CD, Bekkering H",2014,"Cerebral cortex (New York, N.Y. : 1991)"
10230,24663383,Using motor imagery to study the neural substrates of dynamic balance.,"Ferraye MU, Debu B, Heil L, Carpenter M, Bloem BR, Toni I",2014,PloS one
10231,24666131,Reach out and touch someone: anticipatory sensorimotor processes of active interpersonal touch.,"Ebisch SJ, Ferri F, Romani GL, Gallese V",2014,Journal of cognitive neuroscience
10232,24666132,Set-relevance determines the impact of distractors on episodic memory retrieval.,"Kwok SC, Shallice T, Macaluso E",2014,Journal of cognitive neuroscience
10233,24667454,Distinct regions of anterior cingulate cortex signal prediction and outcome evaluation.,"Jahn A, Nee DE, Alexander WH, Brown JW",2014,NeuroImage
10234,24667491,Contradictory reasoning network: an EEG and FMRI study.,"Porcaro C, Medaglia MT, Thai NJ, Seri S, Rotshtein P, Tecchio F",2014,PloS one
10235,24669790,The face of negative affect: trial-by-trial corrugator responses to negative pictures are positively associated with amygdala and negatively associated with ventromedial prefrontal cortex activity.,"Heller AS, Lapate RC, Mayer KE, Davidson RJ",2014,Journal of cognitive neuroscience
10236,24671130,Structural and functional cerebral correlates of hypnotic suggestibility.,"Huber A, Lui F, Duzzi D, Pagnoni G, Porro CA",2014,PloS one
10237,24672000,Task-dependent decoding of speaker and vowel identity from auditory cortical response patterns.,"Bonte M, Hausfeld L, Scharke W, Valente G, Formisano E",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10238,24672018,Integrative moral judgment: dissociating the roles of the amygdala and ventromedial prefrontal cortex.,"Shenhav A, Greene JD",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10239,24673881,Ventromedial Prefrontal Cortex Is Critical for the Regulation of Amygdala Activity in Humans.,"Motzkin JC, Philippi CL, Wolf RC, Baskaya MK, Koenigs M",2014,Biological psychiatry
10240,24675026,Altered default mode and fronto-parietal network subsystems in patients with schizophrenia and their unaffected siblings.,"Chang X, Shen H, Wang L, Liu Z, Xin W, Hu D, Miao D",2014,Brain research
10241,24675159,Involvement of the human medial temporal lobe in a visual discrimination task.,"Lech RK, Suchan B",2014,Behavioural brain research
10242,24675647,The functional oculomotor network and saccadic cognitive control in healthy elders.,"Pa J, Dutt S, Mirsky JB, Heuer HW, Keselman P, Kong E, Trujillo A, Gazzaley A, Kramer JH, Seeley WW, Miller BL, Boxer AL",2014,NeuroImage
10243,24675649,Interplay between functional connectivity and scale-free dynamics in intrinsic fMRI networks.,"Ciuciu P, Abry P, He BJ",2014,NeuroImage
10244,24675869,The When and Where of Working Memory Dysfunction in Early-Onset Schizophrenia--A  Functional Magnetic Resonance Imaging Study.,"Bittner RA, Linden DE, Roebroeck A, Hartling F, Rotarska-Jagiela A, Maurer K, Goebel R, Singer W, Haenschel C",2014,"Cerebral cortex (New York, N.Y. : 1991)"
10245,24680867,Spatial variability of functional brain networks in early-blind and sighted subjects.,"Boldt R, Seppa M, Malinen S, Tikka P, Hari R, Carlson S",2014,NeuroImage
10246,24681401,The neural changes in connectivity of the voice network during voice pitch perturbation.,"Flagmeier SG, Ray KL, Parkinson AL, Li K, Vargas R, Price LR, Laird AR, Larson CR, Robin DA",2014,Brain and language
10247,24682187,"Expertise Effects in Face-Selective Areas are Robust to Clutter and Diverted Attention, but not to Competition.","McGugin RW, Van Gulick AE, Tamber-Rosenau BJ, Ross DA, Gauthier I",2014,"Cerebral cortex (New York, N.Y. : 1991)"
10248,24685285,"A schizophrenia risk gene, ZNF804A, is associated with brain white matter microstructure.","Ikuta T, Peters BD, Guha S, John M, Karlsgodt KH, Lencz T, Szeszko PR, Malhotra AK",2014,Schizophrenia research
10249,24685436,Mapping glucose-mediated gut-to-brain signalling pathways in humans.,"Little TJ, McKie S, Jones RB, D'Amato M, Smith C, Kiss O, Thompson DG, McLaughlin JT",2014,NeuroImage
10250,24686000,The structure of the geriatric depressed brain and response to electroconvulsive  therapy.,"Oudega ML, van Exel E, Stek ML, Wattjes MP, van der Flier WM, Comijs HC, Dols A, Scheltens P, Barkhof F, Eikelenboom P, van den Heuvel OA",2014,Psychiatry research
10251,24686092,Neural underpinnings for model-oriented therapy of aphasic word production.,"Abel S, Weiller C, Huber W, Willmes K",2014,Neuropsychologia
10252,24688464,"Differential hippocampal and retrosplenial involvement in egocentric-updating, rotation, and allocentric processing during online spatial encoding: an fMRI study.","Gomez A, Cerles M, Rousset S, Remy C, Baciu M",2014,Frontiers in human neuroscience
10253,24688465,"Topological organization of the ""small-world"" visual attention network in children with attention deficit/hyperactivity disorder (ADHD).","Xia S, Foxe JJ, Sroubek AE, Branch C, Li X",2014,Frontiers in human neuroscience
10254,24691200,Drawing on the right side of the brain: A voxel-based morphometry analysis of observational drawing.,"Chamberlain R, McManus IC, Brunswick N, Rankin Q, Riley H, Kanai R",2014,NeuroImage
10255,24695086,Differential role of temporoparietal junction and medial prefrontal cortex in causal inference in autism: An independent component analysis.,"Murdaugh DL, Nadendla KD, Kana RK",2014,Neuroscience letters
10256,24695697,Object-specific semantic coding in human perirhinal cortex.,"Clarke A, Tyler LK",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10257,24695720,Cerebellar-parietal connections underpin phonological storage.,"Macher K, Bohringer A, Villringer A, Pleger B",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10258,24695721,Nipping cue reactivity in the bud: baclofen prevents limbic activation elicited by subliminal drug cues.,"Young KA, Franklin TR, Roberts DC, Jagannathan K, Suh JJ, Wetherill RR, Wang Z, Kampman KM, O'Brien CP, Childress AR",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10259,24695723,Effector-independent motor sequence representations exist in extrinsic and intrinsic reference frames.,"Wiestler T, Waters-Metenier S, Diedrichsen J",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10260,24699035,The neural signature of escalating frustration in humans.,"Yu R, Mobbs D, Seymour B, Rowe JB, Calder AJ",2014,Cortex; a journal devoted to the study of the nervous system and behavior
10261,24699036,"Processing demands upon cognitive, linguistic, and articulatory functions promote grey matter plasticity in the adult multilingual brain: Insights from simultaneous interpreters.","Elmer S, Hanggi J, Jancke L",2014,Cortex; a journal devoted to the study of the nervous system and behavior
10262,24700584,Reflections of Oneself: Neurocognitive Evidence for Dissociable Forms of Self-Referential Recollection.,"Bergstrom ZM, Vogelsang DA, Benoit RG, Simons JS",2014,"Cerebral cortex (New York, N.Y. : 1991)"
10263,24701202,Recognizing the authenticity of emotional expressions: F0 contour matters when you need to know.,"Drolet M, Schubotz RI, Fischer J",2014,Frontiers in human neuroscience
10264,24702449,The cortex-based alignment approach to TMS coil positioning.,"Duecker F, Frost MA, de Graaf TA, Graewe B, Jacobs C, Goebel R, Sack AT",2014,Journal of cognitive neuroscience
10265,24704947,Neural correlates of viewing paintings: Evidence from a quantitative meta-analysis of functional magnetic resonance imaging data.,"Vartanian O, Skov M",2014,Brain and cognition
10266,24705200,Classifying the wandering mind: Revealing the affective content of thoughts during task-free rest periods.,"Tusche A, Smallwood J, Bernhardt BC, Singer T",2014,NeuroImage
10267,24705397,Spatially distributed effects of mental exhaustion on resting-state FMRI networks.,"Esposito F, Otto T, Zijlstra FR, Goebel R",2014,PloS one
10268,24709020,Frontoparietal function in young people with dysthymic disorder (DSM-5: Persistent depressive disorder) during spatial working memory.,"Vilgis V, Chen J, Silk TJ, Cunnington R, Vance A",2014,Journal of affective disorders
10269,24709370,Adaptive ability to cope with atypical or novel situations involving tool use: An fMRI approach.,"Wakusawa K, Sugiura M, Sassa Y, Jeong H, Yomogida Y, Horie K, Sato S, Yokoyama H, Kure S, Takei N, Mori N, Kawashima R",2014,Neuroscience research
10270,24709569,Meta-analysis of functional neuroimaging studies indicates that an increase of cognitive difficulty during executive tasks engages brain regions associated with time perception.,"Radua J, Del Pozo NO, Gomez J, Guillen-Grima F, Ortuno F",2014,Neuropsychologia
10271,24711792,Parietal plasticity after training with a complex video game is associated with individual differences in improvements in an untrained working memory task.,"Nikolaidis A, Voss MW, Lee H, Vo LT, Kramer AF",2014,Frontiers in human neuroscience
10272,24714209,Mindfulness-based training attenuates insula response to an aversive interoceptive challenge.,"Haase L, Thom NJ, Shukla A, Davenport PW, Simmons AN, Paulus MP, Johnson DC",2014,Social cognitive and affective neuroscience
10273,24714661,Cerebral activations related to audition-driven performance imagery in professional musicians.,"Harris R, de Jong BM",2014,PloS one
10274,24714805,Altered network topologies and hub organization in adults with autism: a resting-state FMRI study.,"Itahashi T, Yamada T, Watanabe H, Nakamura M, Jimbo D, Shioda S, Toriizuka K, Kato N, Hashimoto R",2014,PloS one
10275,24715859,Written distractor words influence brain activity during overt picture naming.,"Diaz MT, Hogstrom LJ, Zhuang J, Voyvodic JT, Johnson MA, Camblin CC",2014,Frontiers in human neuroscience
10276,24718105,Brain activity changes in cognitive networks in relapsing-remitting multiple sclerosis - insights from a longitudinal FMRI study.,"Loitfelder M, Fazekas F, Koschutnig K, Fuchs S, Petrovic K, Ropele S, Pichler A, Jehna M, Langkammer C, Schmidt R, Neuper C, Enzinger C",2014,PloS one
